cluster_id,brandSKUId,label,normalized_name,categoryLabel,categories_parsed,primary_category
cluster_14,55bf298e-1e4d-4c21-acde-5ad4caa1415e,CORNITOS POP N CRUNCH PREMIUM PEANUTS 34 GM,pop n crunch peanuts,Crunchy Snack,Crunchy Snack,Crunchy Snack
cluster_15,55f3a745-abde-442c-84fc-c90359f84ae2,CORNITOS Potato Crusties Italian Cheese 50g Bag 50 Grams,potato crusties italian cheese rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_15,d7d8b93f-8014-4b88-9765-17f38ebe6ab8,CORNITOS Potato Crusties Italian Cheese 50g-gt Bag 50 Grams,potato crusties italian cheese gt rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_16,01c79b34-7ec4-4218-b649-c6c7b5781a98,CORNITOS Cheese Jalapeno Almonds 200 Grams,cheese jalapeno almonds,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_16,96b651fd-4756-4fef-a317-af40613f29d5,Cornitos Corn Nut Cheese Jalapeno 30 Grams,nut cheese jalapeno,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_16,9eef833f-9323-4b15-9590-07397bab8871,CORNITOS Cheese Jalapeno Roasted Almonds Tin 30 Grams,cheese jalapeno roasted almonds,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_17,1531ed4e-5222-4fcb-afdf-a9314a439a1d,Cornitos Peri 150 Grams,peri rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_17,3569e1af-a734-4cb8-9299-d53d5714b1bf,CORNITOS Peri 60g X 18 Case 1080 Grams,peri x case rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_18,06662528-0c7d-429f-a713-7010e5b014ab,CORNITOS Potato Crusties Peri 50g-gt Bag 50 Grams,potato crusties peri gt rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_18,791eb83b-5f2d-4a5b-ba35-dd592e5686f0,CORNITOS Potato Crusties Peri 50g Bag 50 Grams,potato crusties peri rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_19,4ffdaef2-8f19-4c9b-86bc-deebd7ac782f,CORNITOS Coated Green Peas Wasabi X 12 1800 Grams,coated green peas wasabi x,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_19,9f465074-4e4e-4f50-81b5-7f1d1ecb7131,CORNITOS Coated Green Peas HNS X 12 Roasted 1800 Grams,coated green peas hns x roasted,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_20,668fedb9-3667-412e-a5cd-62c1f10d193b,Cornitos Coated Green Peas Wasabi 150 Grams,coated green peas wasabi rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_20,b24ff93b-867b-4291-a375-83ee9343be73,CORNITOS Coated Green Peas - Wasabi 5kg Bag 5 Kilograms,coated green peas wasabi,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_20,c7b21038-585f-4749-a139-fb53a5a99892,Cornitos Wasabi Coated Green Peas 28 Grams,wasabi coated green peas rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_21,c2caa89d-748a-4af3-902a-7f1268723e23,Cornitos Hot & Spicy Coated Green Peas 28 Grams,hot spicy coated green peas rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_21,f73eddbc-d562-4445-9e48-746f93e482a7,Cornitos Coated Green Peas Hot And Spicy 150 Grams,coated green peas hot and spicy rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_22,1ec3b440-17d7-431a-bf30-7ab028ae7747,Cornitos Sweet Chili 150 Grams,sweet chili rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_22,924a2875-59ba-4e50-8cd6-48c87111c9e8,Cornitos Sweet Chili 60 Grams,sweet chili rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_23,0353b2ed-530c-400d-bf4b-c9706183a41b,Cornitos Nuts And Raisins 40 Grams,nuts and raisins,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_23,63f4c0b5-e1e4-4449-9907-a43d5fa1b25f,CORNITOS Nuts And Raisins X 6 Natural 240 Grams,nuts and raisins x natural,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_24,1ea8990d-7cd3-4888-8ffb-9614cfd2e279,CORNITOS Sweet Chili No Onion Garlic 30g Nacho Crisps 30 Grams,sweet chili no onion garlic nacho crisps,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_24,7717a2b7-7579-4ab0-9904-ffdf088eebe5,CORNITOS Nacho Chips- Sweet Chili 22 Grams,nacho chips sweet chili,Crunchy Snack,Crunchy Snack,Crunchy Snack
cluster_24,e7481eb1-8f1f-4100-b7aa-7f9b59d75c95,CORNITOS NACHO CHIPS SWEET CHILLI - 20g.,nacho chips sweet chilli,Crunchy Snack,Crunchy Snack,Crunchy Snack
cluster_25,407591a5-ce21-4ec0-96a6-21dccfc35363,Cornitos Tikka Masala Nachos Retail Can 50 Grams,tikka masala nachos retail rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_25,728c1a41-e771-4203-9c27-6a30acb5d19e,Cornitos Tikka Masala 150 Grams,tikka masala rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_25,d4b946a3-3eb6-41fb-9f18-d8485a20267d,Cornitos Tikka Masala 30 Grams,tikka masala rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_26,0707e77f-7f8e-4501-8364-8cb5b904178b,CORNITOS Tikka Masala X 16 BAKED AND FRIED CORN CHIPS 2400 Grams,tikka masala x baked and fried chips,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_26,f6ce978a-73e6-41e4-aa92-6f5605e84e88,CORNITOS Tikka Masala X 18 BAKED AND FRIED CORN CHIPS 990 Grams,tikka masala x baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_27,850605ff-5c63-4d23-a3cd-3c7d9a6c2301,CORNITOS Honey Chili Almonds 200 Grams,honey chili almonds,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_27,a70aa4b3-f896-4fce-abde-22bb86ee8d20,Cornitos Natural Almond 200 Grams,natural almond,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_28,01622885-4c78-42d7-8802-e7a5f5f12075,Cornitos Nuts Delight Premium Edition Combo 800 Grams,nuts delight edition combo,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_28,d407bc80-b417-4601-b241-743357a7035d,Cornitos Nuts Combo Pack 400 Grams,nuts combo,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_29,abd16b1f-5554-454e-9f8d-8bb7907ef3ae,Cornitos Honey Coated Roasted Almonds Tin 40 Grams Roasted Almonds,honey coated roasted almonds roasted almonds,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_29,bdac6a8d-2722-4036-9eca-a25dd4dcaa1a,CORNITOS Lightly Salted Roasted Almonds Tin 50 Grams,lightly salted roasted almonds,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_29,c50ce5f5-e527-4c82-b816-c4ed71368f42,Cornitos Roasted Almonds Plain Salted 200 Grams,roasted almonds plain salted,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_30,0375b0a9-34ad-442d-ac74-1799a97c3ce0,CORNITOS Nut Mix 50 Grams,nut mix,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_30,611ba891-7204-416c-acd7-c62acf322fec,CORNITOS Party Mix Nuts 200 Grams,party mix nuts,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_30,7ace55a1-4928-47d3-8083-0bdbd4e85095,CORNITOS Party Mix Roasted Nuts 500 Grams,party mix roasted nuts,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_30,7e90a5e7-ce83-4aff-aa13-58b1193c5fd0,CORNITOS Party Mix Nuts 10 Grams,party mix nuts,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_30,b76e9c00-4ec5-4a8a-a03c-00dcf4a70436,CORNITOS Roasted Salted Peanut And Party Mix Combo Nuts 350 Grams,roasted salted peanut and party mix combo nuts,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_31,02fe3a74-242b-4cf5-ab76-930aff75be2f,Cornitos Peanuts Roasted Salted 500 Grams,peanuts roasted salted,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_31,86337c92-d52e-4267-915d-611ed49ba27a,Cornitos Roasted Salted Peanut 200 Grams,roasted salted peanut,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_32,5bea44a0-bf85-4023-b6a1-02cf818786b8,CORNITOS Peanut Salted 10 Grams,peanut salted,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_32,dd073932-ce99-4148-bfa6-360188a9a2bd,CORNITOS Salt And Pepper Peanut 150 Grams,salt and pepper peanut,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_33,cb881464-e05d-485e-a032-9a14e9201c9e,CORNITOS Cheesy Sour Cream Onion X 18 BAKED AND FRIED CORN CHIPS 990 Grams,cheesy sour cream onion x baked and fried chips,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_33,cfc8a9db-8df2-4f9f-a7b2-4b4c8da7f82e,CORNITOS Cheesy Sour Cream Onion X 16 BAKED AND FRIED CORN CHIPS 2400 Grams,cheesy sour cream onion x baked and fried chips,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_34,519e104a-c6b8-4768-a0cc-b1e1e947712b,Cornitos Cheesy Sour Cream And Onion 60 Grams,cheesy sour cream and onion rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_34,591a1c52-fdbb-450f-a82e-03167ecd5dd4,CORNITOS Cheesy Sour Cream & Onion 60g X 18 Case 1080 Grams,cheesy sour cream onion x case rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_35,abcf5674-2196-4a9d-8c00-a38d7dfe2bfb,CORNITOS Lemon Chili Cashews 200 Grams,lemon chili cashews,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_35,ffe29d50-2c77-4011-9971-b4531299c839,CORNITOS Lemon Chili Cilantro Roasted Cashews Tin Nuts 30 Grams,lemon chili cilantro roasted cashews nuts,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_36,0132751f-e7b3-4bbb-ba30-80727ccb83da,CORNITOS Peri X 18 BAKED AND FRIED CORN CHIPS 990 Grams,peri x baked and fried chips,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_36,94ecaa24-570b-40b4-891b-0a0d9a7dd83e,CORNITOS Peri X 16 BAKED AND FRIED CORN CHIPS 2400 Grams,peri x baked and fried chips,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_37,94342e62-db16-4c1d-8c41-4f7b930b093a,Cornitos Roasted Cashews Crack Pepper 30 Grams,roasted cashews crack pepper,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_37,a0df5fe8-cc9f-48e2-ac9c-c61b957734d7,CORNITOS Crack Pepper Cashew (pack Of 6) 180 Grams,crack pepper cashew of,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_37,e32aff17-222e-45a9-845f-9197de3c5490,Cornitos Roasted Cashew Crack Pepper 200 Grams,roasted cashew crack pepper,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_38,741f1f2a-cdbf-4b95-acf1-8c7bc60957f4,Cornitos Lime And Mint 60 Grams,lime and mint,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_38,75268515-89de-4980-b519-6306d46ae89e,CORNITOS Lime And Mint 60g X 18 Case 1080 Grams,lime and mint x case rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_39,10d2759c-ca31-46aa-8c07-86dfec664aa9,Cornitos Beetroot Chili Taco Shell 80 Grams,beetroot chili taco shell rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_39,3e516743-618f-4185-b2fb-b11f5fb9fb0d,Cornitos Taco Shells 80 Grams,taco shells rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_39,66c5dcd3-020e-45d8-8cb1-ccbfabe36e09,CORNITOS Taco Shells 4 Inches Spinach X 10 Baked And Fried 800 Grams,taco shells spinach x baked and fried rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_39,67012702-7191-484d-b82e-7a234434d9e2,CORNITOS Taco Shells 4 Inches Beetroot X 10 Baked And Fried 800 Grams,taco shells beetroot x baked and fried rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_40,281f06b6-87be-46da-a3a3-978374099a45,CORNITOS Taco Shell 4 Inch 24 Pcs BAKED AND FRIED 160 Grams,taco shell pcs baked and fried rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_40,2f6e82c8-9b8c-4dd2-9032-58179b5ae302,CORNITOS Taco Shell 6 Inch 24 Pcs BAKED AND FRIED 240 Grams,taco shell pcs baked and fried,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_40,a337f3e3-9e53-42bc-9534-60057769800c,CORNITOS Taco Shell 6 Inch 12 Pcs BAKED AND FRIED 120 Grams,taco shell pcs baked and fried rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_40,d26b7f69-de4c-4365-81ff-abfb35d71ad1,CORNITOS Taco Shell 6 Inch X 10 Baked And Fried 1800 Grams,taco shell x baked and fried,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_41,b5cbcdc6-1fc4-4e7a-94b7-f806b36fffc2,CORNITOS Lightly Salted Roasted Cashews Tin 50 Grams,lightly salted roasted cashews,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_41,c09d5eee-4f4c-41d5-9873-e18625b1f45f,Cornitos Roasted Cashews Salted 200 Grams,roasted cashews salted,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_42,4a5d0f12-256b-444a-a94e-884b71d75c2d,Cornitos Roasted Cashew Unsalted 200 Grams,roasted cashew unsalted,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_42,acbeedf4-fc94-425e-adf6-2c243eacca5e,CORNITOS Unsalted Cashew Roasted 200 Grams,unsalted cashew roasted,Dry Fruits/Seeds,"Dry Fruits, Seeds",Dry Fruits
cluster_43,2bab71ff-30b3-4d48-bc6d-3a984340db58,CORNITOS TOMATO MEXICANA BAKED AND FRIED CORN CHIPS Bag 150 Grams,tomato mexicana baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_43,7ed9b1df-9119-48b7-90f5-9ba69c1e90c1,Cornitos Tomato Mexicana 60 Grams,tomato mexicana rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_43,99f1ad87-23da-4c0e-b1a2-edc3639de4a5,CORNITOS Tomato Mexicana NONG BAKED AND FRIED CORN CHIPS 60 Grams,tomato mexicana nong baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_43,c347f6fb-b995-4cf3-aab6-d4f384d9f212,CORNITOS TOMATO MEXICANA X 18 BAKED AND FRIED CORN CHIPS 990 Grams,tomato mexicana x baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_43,de68fc87-3355-45d7-b24d-08aff34c9b4a,CORNITOS Tomato Mexicana X 16 BAKED AND FRIED CORN CHIPS 2400 Grams,tomato mexicana x baked and fried chips,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_44,2867a5d5-08b2-4c4d-bc7a-ad889f8fda73,CORNITOS Nacho Chips- Tomato Mexicana 22 Grams,nacho chips tomato mexicana,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_44,28879a45-2028-4c36-bba2-de45e2c61c3a,CORNITOS Tomato Salsa Nacho Crisps Baked And Fried Corn Chips 150 Grams,tomato salsa nacho crisps baked and fried chips,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_45,2d87bd58-5ec2-46bd-813b-937be81a9853,CORNITOS Thai Sweet Chilli Nacho Crisps 70g Euro Pack Baked And Fried Corn Chips 70 Grams,thai sweet chilli nacho crisps euro baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_45,5ce757df-dc0f-4944-9d90-96af57713a86,CORNITOS Thai Sweet Chilli Nacho Crisps Baked And Fried Corn Chips 70 Grams,thai sweet chilli nacho crisps baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_45,c0bf6062-54fd-4519-9b10-e3ad34404c6e,CORNITOS Thai Chili Nachos Retail Can BAKED AND FRIED CORN CHIPS Cans 50 Grams,thai chili nachos retail baked and fried chips cans rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_46,5737695c-3f2e-4d30-89d6-d895b2f25e9d,CORNITOS Thai Sweet Chili X 18 BAKED AND FRIED CORN CHIPS 990 Grams,thai sweet chili x baked and fried chips,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_46,b80723c7-0d78-426c-a953-c402d14288ce,CORNITOS Thai Sweet Chili X 16 BAKED AND FRIED CORN CHIPS 2400 Grams,thai sweet chili x baked and fried chips,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_47,21893c39-11a3-4d4c-b166-bff794bab60b,CORNITOS 200g Nachos Institutional Pack 200 Grams,nachos institutional rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_47,59ef8f25-f23e-4e5e-8511-616b7496047a,Cornitos Cantina Style Nacho Crisps 340 Grams,cantina style nacho crisps rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_47,8bf1c53d-eac2-44c8-bc3c-812758abfd47,Cornitos Nacho Crisps Assorted Pack Of 10 600 Grams,nacho crisps assorted of rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_48,3b482644-baaa-4554-aa13-22c67274912a,CORNITOS QUINOA Nachos 200g Bag 200 Grams,quinoa nachos rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_48,b0a85c3c-b1f4-42c8-9b34-dfe38a2fb2cc,Cornitos Quinoa Nacho Crisps 70 Grams,quinoa nacho crisps rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_49,1b435c83-5a0a-4cb4-8ee2-065cdc916789,CORNITOS Beetroot Nachos X 15 BAKED AND FRIED CORN CHIPS 1050 Grams,beetroot nachos x baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_49,2d014c38-db51-4402-82d8-8fd6988d94b7,CORNITOS Funza Beetroot Veggie Nachos Baked And Fried Corn Chips 40 Grams,funza beetroot veggie nachos baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_50,6fcde8be-dfaf-415d-967c-17a97d007d7b,CORNITOS MELANGE Nachos BAKED AND FRIED CORN CHIPS 200 Grams,melange nachos baked and fried chips,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_50,fdf9a99b-9fff-485a-b08b-1b58acf82a2d,CORNITOS Melange Nachos X 15 BAKED AND FRIED CORN CHIPS 1050 Grams,melange nachos x baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_51,7b5f58a9-d150-42d0-b530-165d0f4eb5a2,CORNITOS Jalapeno Nachos And Salsa Dip Tray Baked Fried Corn Chips 80 Grams,jalapeno nachos and salsa dip tray baked fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_51,93b1e31f-7522-4439-85f2-8d67aabb18c8,CORNITOS Jalapeno Nacho Crisps Baked And Fried Corn Chips 150 Grams,jalapeno nacho crisps baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_51,aa169448-62e1-4176-a0c6-1eb9e115d98d,CORNITOS Tortilos Nacho Crisps -jalapeno Baked And Fried Corn Chips 70 Grams,tortilos nacho crisps jalapeno baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_52,15ac30bd-eaa3-4e79-aa20-4a2b48b0cff2,CORNITOS Cheese And Herbs Nachos Bag 30 Grams,cheese and herbs nachos rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_52,657b42ac-8bdd-4f9f-b10a-858e932ee055,CORNITOS Nacho Chips- Cheese & Herbs 22 Grams,nacho chips cheese herbs rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_52,f529a022-9c52-4b17-a322-ea801c6250b3,CORNITOS Cheese And Herbs Nacho Crisps 30 Grams,cheese and herbs nacho crisps rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_53,51496013-e873-4e94-9312-4cac8880d5e3,Cornitos Cheese Nachos And Dip Tray 60 Grams,cheese nachos and dip tray rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_53,6d094a90-ddc9-4454-985f-ae4eaf6d6435,Cornitos Cheese Nachos And Dip Tray X 18 1260 Grams,cheese nachos and dip tray x,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_54,456617c6-15ad-4fad-b950-8abe5580660f,CORNITOS Peri Nacho Crisps Baked And Fried Corn Chips 70 Grams,peri nacho crisps baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_54,7a6deb65-e869-4341-b02c-ebde9d3c4900,CORNITOS Peri Nacho Crisps X 14 Baked And Fried Corn Chips 980 Grams,peri nacho crisps x baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_54,7b1af337-e0dc-410c-b2c5-13b6b137f21d,CORNITOS Peri Nacho Crisps 70g Euro Pack Baked And Fried Corn Chips 70 Grams,peri nacho crisps euro baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_54,cc2681ed-15f5-4e7e-9a52-b39b81825d8d,CORNITOS Tortilos Nacho Crisps -peri Peri Baked And Fried Corn Chips 70 Grams,tortilos nacho crisps peri peri baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_55,750ec18d-e462-4265-9b10-71aa6acb30f2,CORNITOS Peri Nachos And Salsa Dip Tray X 18 Baked Fried Corn Chips 1440 Grams,peri nachos and salsa dip tray x baked fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_55,9a7df206-8a0c-4452-a86d-3dace7740370,CORNITOS PERI Nacho Can With Cheese Dip Baked And Cooked Corn Chips 60 Grams,peri nacho with cheese dip baked and cooked chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_55,db8eafcf-2378-4dd8-a030-23fbf30e257e,CORNITOS Peri Nachos And Salsa Dip Tray Baked Fried Corn Chips 80 Grams,peri nachos and salsa dip tray baked fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_56,1c5b02ab-dead-462e-bc04-67acfec5cca6,CORNITOS Sizzlin Jalapeno X 18 BAKED AND FRIED CORN CHIPS 990 Grams,sizzlin jalapeno x baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_56,51311a30-f570-42fb-b9a2-05a5e78c2aaa,CORNITOS SIZZLIN JALAPENO BAKED AND FRIED CORN CHIPS Bag 150 Grams,sizzlin jalapeno baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_56,8430bada-2be3-4f7b-9040-8a941e3aec29,CORNITOS Sizzlin Jalapeno X 16 BAKED AND FRIED CORN CHIPS 2400 Grams,sizzlin jalapeno x baked and fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_57,4979a768-4375-482a-986a-b6d195685c21,Cornitos Sizzlin Jalapeno 60 Grams,sizzlin jalapeno rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_57,bf9fde71-45a7-4ecd-b75b-9c65dee4fb8b,CORNITOS Sizzlin Jalapeno Nacho Crisps 30 Grams,sizzlin jalapeno nacho crisps rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_58,146d1f25-b419-48b6-aaa9-b3077dfc3f55,CORNITOS Cheese And Herbs Box Of 10 BAKED FRIED CORN CHIPS 300 Grams,cheese and herbs box of baked fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_58,52bb0b52-a70a-42f7-889e-f5422a352063,CORNITOS Cheese And Herbs X 16 BAKED FRIED CORN CHIPS 2400 Grams,cheese and herbs x baked fried chips,Sweets/Snacks,"Sweets, Snacks",Sweets
cluster_58,59ffc845-7816-4529-a51d-d079c99767f1,CORNITOS CHEESE AND HERBS X 18 BAKED FRIED CORN CHIPS 990 Grams,cheese and herbs x baked fried chips rams,Sweets/Snacks,"Sweets, Snacks",Sweets
